2026-09-08 17:36:51.410 UTC,,,32,,6aa047b3.20,1,,2026-09-08 17:36:51 UTC,,0,LOG,00000,"starting PostgreSQL 16.4 (Debian 16.4-1.pgdg120+2) on x86_64-pc-linux-gnu, compiled by gcc (Debian 12.2.0-14) 12.2.0, 64-bit",,,,,,,,,"","postmaster",,0
2026-09-08 17:36:51.413 UTC,,,32,,6aa047b3.20,2,,2026-09-08 17:36:51 UTC,,0,LOG,00000,"listening on IPv4 address ""0.0.0.0"", port 5432",,,,,,,,,"","postmaster",,0
2026-09-08 17:36:51.429 UTC,,,32,,6aa047b3.20,3,,2026-09-08 17:36:51 UTC,,0,LOG,00000,"listening on Unix socket ""/var/run/postgresql/.s.PGSQL.5432""",,,,,,,,,"","postmaster",,0
2026-09-08 17:36:51.460 UTC,,,37,,6aa047b3.25,1,,2026-09-08 17:36:51 UTC,,0,LOG,00000,"database system was interrupted; last known up at 2026-09-08 17:36:46 UTC",,,,,,,,,"","startup",,0
2026-09-08 17:36:51.481 UTC,"postgres","postgres",39,"127.0.0.1:38178",6aa047b3.27,1,"",2026-09-08 17:36:51 UTC,,0,FATAL,57P03,"the database system is starting up",,,,,,,,,"","client backend",,0
2026-09-08 17:36:51.533 UTC,"postgres","postgres",40,"127.0.0.1:38188",6aa047b3.28,1,"",2026-09-08 17:36:51 UTC,,0,FATAL,57P03,"the database system is starting up",,,,,,,,,"","client backend",,0
2026-09-08 17:36:51.678 UTC,"postgres","postgres",42,"127.0.0.1:38200",6aa047b3.2a,1,"",2026-09-08 17:36:51 UTC,,0,FATAL,57P03,"the database system is starting up",,,,,,,,,"","client backend",,0
2026-09-08 17:36:52.181 UTC,,,37,,6aa047b3.25,2,,2026-09-08 17:36:51 UTC,,0,LOG,00000,"entering standby mode",,,,,,,,,"","startup",,0
2026-09-08 17:36:52.182 UTC,,,37,,6aa047b3.25,3,,2026-09-08 17:36:51 UTC,,0,LOG,00000,"starting backup recovery with redo LSN 0/C000028, checkpoint LSN 0/C000060, on timeline ID 1",,,,,,,,,"","startup",,0
2026-09-08 17:36:52.199 UTC,,,37,,6aa047b3.25,4,,2026-09-08 17:36:51 UTC,1/0,0,LOG,00000,"redo starts at 0/C000028",,,,,,,,,"","startup",,0
2026-09-08 17:36:52.203 UTC,,,37,,6aa047b3.25,5,,2026-09-08 17:36:51 UTC,1/0,0,LOG,00000,"completed backup recovery with redo LSN 0/C000028 and end LSN 0/C001008",,,,,,,,,"","startup",,0
