2026-09-08 17:30:00.034 UTC,"postgres","postgres",1366,"172.22.0.5:54688",6aa04618.556,2,"SELECT",2026-09-08 17:30:00 UTC,4/0,0,LOG,00000,"duration: 2.296 ms",,,,,,,,,"phase4-traffic","client backend",,0
2026-09-08 17:30:00.096 UTC,"postgres","postgres",1367,"172.22.0.5:54694",6aa04618.557,1,"idle",2026-09-08 17:30:00 UTC,5/848,0,LOG,00000,"statement: SELECT inet_server_addr() AS server, pg_is_in_recovery() AS replica,
       count(*), sum(id), sum(length(payload))
FROM phase4_lab.items WHERE id BETWEEN 15392 AND 15392 + 99;",,,,,,,,,"phase4-traffic","client backend",,0
2026-09-08 17:30:00.098 UTC,"postgres","postgres",1367,"172.22.0.5:54694",6aa04618.557,2,"SELECT",2026-09-08 17:30:00 UTC,5/0,0,LOG,00000,"duration: 1.832 ms",,,,,,,,,"phase4-traffic","client backend",,0
2026-09-08 17:30:00.145 UTC,"postgres","postgres",1368,"172.22.0.5:54708",6aa04618.558,1,"idle",2026-09-08 17:30:00 UTC,4/1563,0,LOG,00000,"statement: SELECT inet_server_addr() AS server, pg_is_in_recovery() AS replica,
       count(*), sum(id), sum(length(payload))
FROM phase4_lab.items WHERE id BETWEEN 45305 AND 45305 + 99;",,,,,,,,,"phase4-traffic","client backend",,0
2026-09-08 17:30:00.146 UTC,"postgres","postgres",1368,"172.22.0.5:54708",6aa04618.558,2,"SELECT",2026-09-08 17:30:00 UTC,4/0,0,LOG,00000,"duration: 1.871 ms",,,,,,,,,"phase4-traffic","client backend",,0
2026-09-08 17:30:00.200 UTC,"postgres","postgres",1369,"172.22.0.5:54712",6aa04618.559,1,"idle",2026-09-08 17:30:00 UTC,5/850,0,LOG,00000,"statement: SELECT inet_server_addr() AS server, pg_is_in_recovery() AS replica,
       count(*), sum(id), sum(length(payload))
FROM phase4_lab.items WHERE id BETWEEN 94037 AND 94037 + 99;",,,,,,,,,"phase4-traffic","client backend",,0
2026-09-08 17:30:00.202 UTC,"postgres","postgres",1369,"172.22.0.5:54712",6aa04618.559,2,"SELECT",2026-09-08 17:30:00 UTC,5/0,0,LOG,00000,"duration: 2.136 ms",,,,,,,,,"phase4-traffic","client backend",,0
2026-09-08 17:30:00.254 UTC,"postgres","postgres",1370,"172.22.0.5:54722",6aa04618.55a,1,"idle",2026-09-08 17:30:00 UTC,4/1565,0,LOG,00000,"statement: SELECT inet_server_addr() AS server, pg_is_in_recovery() AS replica,
       count(*), sum(id), sum(length(payload))
FROM phase4_lab.items WHERE id BETWEEN 85643 AND 85643 + 99;",,,,,,,,,"phase4-traffic","client backend",,0
2026-09-08 17:30:00.256 UTC,"postgres","postgres",1370,"172.22.0.5:54722",6aa04618.55a,2,"SELECT",2026-09-08 17:30:00 UTC,4/0,0,LOG,00000,"duration: 1.967 ms",,,,,,,,,"phase4-traffic","client backend",,0
2026-09-08 17:30:00.316 UTC,"postgres","postgres",1371,"172.22.0.5:54726",6aa04618.55b,1,"idle",2026-09-08 17:30:00 UTC,4/1567,0,LOG,00000,"statement: SELECT inet_server_addr() AS server, pg_is_in_recovery() AS replica,
       count(*), sum(id), sum(length(payload))
FROM phase4_lab.items WHERE id BETWEEN 31103 AND 31103 + 99;",,,,,,,,,"phase4-traffic","client backend",,0
