2026-09-08 23:14:41.887 UTC,,,33,,6aa096e1.21,1,,2026-09-08 23:14:41 UTC,,0,LOG,00000,"starting PostgreSQL 16.4 (Debian 16.4-1.pgdg120+2) on x86_64-pc-linux-gnu, compiled by gcc (Debian 12.2.0-14) 12.2.0, 64-bit",,,,,,,,,"","postmaster",,0
2026-09-08 23:14:41.888 UTC,,,33,,6aa096e1.21,2,,2026-09-08 23:14:41 UTC,,0,LOG,00000,"listening on IPv4 address ""0.0.0.0"", port 5432",,,,,,,,,"","postmaster",,0
2026-09-08 23:14:41.899 UTC,,,33,,6aa096e1.21,3,,2026-09-08 23:14:41 UTC,,0,LOG,00000,"listening on Unix socket ""/var/run/postgresql/.s.PGSQL.5432""",,,,,,,,,"","postmaster",,0
2026-09-08 23:14:41.914 UTC,,,38,,6aa096e1.26,1,,2026-09-08 23:14:41 UTC,,0,LOG,00000,"database system was interrupted; last known up at 2026-09-08 23:14:38 UTC",,,,,,,,,"","startup",,0
2026-09-08 23:14:41.941 UTC,"postgres","postgres",39,"127.0.0.1:50184",6aa096e1.27,1,"",2026-09-08 23:14:41 UTC,,0,FATAL,57P03,"the database system is starting up",,,,,,,,,"","client backend",,0
2026-09-08 23:14:42.006 UTC,"postgres","postgres",41,"127.0.0.1:50194",6aa096e2.29,1,"",2026-09-08 23:14:42 UTC,,0,FATAL,57P03,"the database system is starting up",,,,,,,,,"","client backend",,0
2026-09-08 23:14:42.250 UTC,,,38,,6aa096e1.26,2,,2026-09-08 23:14:41 UTC,,0,LOG,00000,"entering standby mode",,,,,,,,,"","startup",,0
2026-09-08 23:14:42.251 UTC,,,38,,6aa096e1.26,3,,2026-09-08 23:14:41 UTC,,0,LOG,00000,"starting backup recovery with redo LSN 0/4000028, checkpoint LSN 0/4000060, on timeline ID 1",,,,,,,,,"","startup",,0
2026-09-08 23:14:42.264 UTC,,,38,,6aa096e1.26,4,,2026-09-08 23:14:41 UTC,1/0,0,LOG,00000,"redo starts at 0/4000028",,,,,,,,,"","startup",,0
2026-09-08 23:14:42.268 UTC,,,38,,6aa096e1.26,5,,2026-09-08 23:14:41 UTC,1/0,0,LOG,00000,"completed backup recovery with redo LSN 0/4000028 and end LSN 0/4000100",,,,,,,,,"","startup",,0
2026-09-08 23:14:42.268 UTC,,,38,,6aa096e1.26,6,,2026-09-08 23:14:41 UTC,1/0,0,LOG,00000,"consistent recovery state reached at 0/4000100",,,,,,,,,"","startup",,0
